"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000279598",18.9529523127855,1.26491664064306,0.631013318131195,2.00457994197211,0.0450079727410357,0.74225943569611
"LAMB1",766.852672933192,0.183079280808191,0.0911981788111593,2.00748834236358,0.044697690685981,0.74225943569611
"PTCH1",432.190729989544,-0.288009539551375,0.143589913071011,-2.00577835442343,0.0448799010590604,0.74225943569611
"ITPK1",1776.19438438086,-0.259269049176857,0.12927705233336,-2.0055303280608,0.0449063818348621,0.74225943569611
"ST20-AS1",75.442091044607,0.724392255225659,0.360921415613795,2.00706365399164,0.0447428856588597,0.74225943569611
"ACSM3",17.7099480286759,-1.53372901236824,0.764893084365706,-2.00515476439442,0.0449465043362592,0.74225943569611
"ROCK1P1",74.4345136140213,0.647991280616177,0.322892994480452,2.00682979096162,0.044767789615275,0.74225943569611
"CCDC124",2650.64534514037,-0.245401234252845,0.122436385275894,-2.00431623083175,0.0450361962964976,0.74225943569611
"KCNE1",15.3071108667761,1.46385223621555,0.729322800532264,2.00713899955852,0.0447348646366625,0.74225943569611
"TMEM191A",85.0551725370362,-0.715358046225283,0.356652790280017,-2.00575480052641,0.0448824152477204,0.74225943569611
"FAAH2",59.2926963373157,0.774378369722964,0.386278092354673,2.00471728801007,0.0449932792562926,0.74225943569611
"UTP14A",1007.75580177034,-0.227297046514544,0.113354222169156,-2.00519259155035,0.0449424617883498,0.74225943569611
"ENSG00000289476",12.726095400569,-1.48992896067011,0.743871482971975,-2.00293867257476,0.0451838714917045,0.743564150567807
"SEC14L1",1184.95039216587,-0.219653090047458,0.109649599594211,-2.0032274706004,0.0451528783689719,0.743564150567807
"PDCD6-DT",14.4962937125271,1.41640878442119,0.707751325053057,2.00128030041485,0.0453621914700794,0.745048785608782
"MALINC1",86.2173814638756,0.575042867514336,0.287357315545089,2.00114225880603,0.0453770613920026,0.745048785608782
"DOCK11",1230.99391919669,0.208835372556211,0.104346292514396,2.00136840058213,0.045352703416379,0.745048785608782
"CITED4",14.2432552136592,-1.61995261326906,0.812279498677409,-1.99432906518845,0.0461161049003801,0.745127689390102
"HIVEP3",1343.94383281776,-0.176945829554717,0.0887251401021755,-1.99431445643193,0.0461177003731748,0.745127689390102
"PRKAA2",511.126747322804,0.303606921048492,0.152188483805801,1.99494017849542,0.0460494047342602,0.745127689390102
"MIGA1",395.937236413663,0.304377930885574,0.152491431794081,1.99603300529432,0.0459303303425521,0.745127689390102
