"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MECOM-AS1",7.2484180946126,5.77539740423333,1.36650535441628,4.22639939577869,2.37460363718413e-05,0.184165996827568
"LACTB2-AS1",45.5221763443208,1.61321610807367,0.406262162061216,3.97087461920854,7.16092599895103e-05,0.184165996827568
"PRUNE2",765.39047682769,0.390504903506319,0.0915228909000454,4.2667457252066,1.98345007586908e-05,0.184165996827568
"RAG1",2899.83576354805,-0.398128364919954,0.0992573628360915,-4.01107135575829,6.04438370686867e-05,0.184165996827568
"ENSG00000275532",29.5495082447884,1.83821124321303,0.454338151011258,4.04590994421572,5.21202684419856e-05,0.184165996827568
"TLE2",661.831573689013,-0.529406419412311,0.132591880095507,-3.99275143418268,6.53110211954018e-05,0.184165996827568
"SCN1B",8.91098458934641,5.80105968692494,1.45561520501374,3.98529753395243,6.73956226693718e-05,0.184165996827568
"ENSG00000281383",7502.72482362244,-5.40784996292496,1.35589743296286,-3.98839162274089,6.65227813718452e-05,0.184165996827568
"MCF2",7.38976272283942,5.95971993400796,1.47925960523935,4.02885329451261,5.6049580489272e-05,0.184165996827568
"MT-RNR1",725.63413574496,-4.12006648842166,1.02027134035389,-4.03820662745715,5.3861400032717e-05,0.184165996827568
"MT-RNR2",753.591993734762,-4.31365930953956,1.0508030922785,-4.1051071711124,4.04127480733209e-05,0.184165996827568
"HSD17B2-AS1",5.5054544197055,6.28496577793825,1.59315506136512,3.94498057995238,7.98064461483878e-05,0.188143696794824
"ENSG00000291026",111.232779692814,0.932957126237683,0.239025179670523,3.90317508608795,9.49389720008342e-05,0.206601809069508
"FZD5",248.266082481805,-0.739032123862093,0.193749702105451,-3.81436521362941,0.000136533430133897,0.233007986274003
"ENSG00000256196",32.5485032668981,1.97561689301283,0.520724975011852,3.79397376315177,0.000148255346515802,0.233007986274003
"FXYD2",208.275350109908,0.947688162212128,0.249757010454934,3.79444068651329,0.000147976649576704,0.233007986274003
"ENSG00000268747",6.66072000070531,5.93617084586991,1.54260313569197,3.84815167849838,0.000119012362221221,0.233007986274003
"ZNF45-AS1",6.65439528895233,5.46418437851111,1.43112099522544,3.8181148880779,0.000134475302133414,0.233007986274003
"ENSG00000248794",6.63755962926208,5.45677330635759,1.44856344180074,3.76702403836326,0.00016520509919311,0.24598169769332
"MPV17",476.264295047949,0.455405886384384,0.121698171807103,3.74209307849111,0.000182493892166113,0.25697795597905
"APBA1",182.890035113427,-0.640943629493554,0.171790919079765,-3.73095174603469,0.000190757761596326,0.25697795597905
"ENSG00000287475",29.1262633019634,-1.96828224409118,0.531327208092319,-3.70446349088374,0.000211838614325026,0.260561495619782
"LYSMD2",236.918135899293,-0.73822502480529,0.198854054162745,-3.71239614859004,0.000205306310915211,0.260561495619782
"CAPN6",7.22327948557466,5.45834650458994,1.48093093846246,3.68575357758205,0.000228026909318675,0.268786719359388
"GCK",6.79052631589598,5.64067056353694,1.54490094322443,3.6511535501843,0.000261065091010362,0.27629340953837
"ENSG00000279852",18.2851379534674,-2.77303850499398,0.761296428755987,-3.6425213625727,0.000269980564472591,0.27629340953837
"ENSG00000276007",80.2192883154682,1.26046793752447,0.345731362373191,3.64580155202664,0.000266559628296611,0.27629340953837
"CYTH4",46.9448595761992,-1.39983536001134,0.384652184447413,-3.6392237366917,0.000273461133512702,0.27629340953837
"ENSG00000269425",30.693011671071,1.99151528702227,0.548903605994465,3.62816943680701,0.000285437917416282,0.278449609782987
"RPGRIP1",16.7463641662412,2.4412419827564,0.6786460831072,3.59722400751081,0.000321631478367568,0.293514662032854
"HBQ1",254.95036667126,-0.818655417077616,0.227411878999651,-3.59987974541503,0.000318364380200345,0.293514662032854
"PADI2",108.837021538135,0.842039995728133,0.237253937203647,3.5491086287237,0.00038653758640116,0.297282737652478
"NHLH1",22.9886463666579,2.07783789195418,0.585252116346134,3.55032956553255,0.000384749170506828,0.297282737652478
"ENSG00000287805",4.0106070749885,5.42638346204783,1.53370043032231,3.53809867609377,0.000403019415767142,0.297282737652478
"RNU6-720P",7.00897322782335,5.51305165225631,1.54826744216355,3.56078769217827,0.000369743956454227,0.297282737652478
"ENSG00000227068",11.5090813690407,2.94447801028868,0.8332627236072,3.53367302636798,0.000409827740135972,0.297282737652478
"EPC1-AS2",13.4095414873951,3.61626264820707,1.00857512576326,3.58551639420058,0.00033641186769701,0.297282737652478
"LINC00390",13.9959289853448,2.53946599206929,0.715793921254431,3.54776132719718,0.000388520115058227,0.297282737652478
"ENSG00000291054",179.995609514589,0.686313014577707,0.193476402723743,3.5472698733068,0.000389245642355451,0.297282737652478
"HSP90AB4P",75.4728352736702,1.16361237909946,0.330277028544122,3.5231405109484,0.000426465201556507,0.301617513800839
"CARD11-AS1",16.4333004351649,-1.97728441188273,0.562454078541963,-3.51545928337545,0.000438994069379307,0.301837924059881
"UPK2",3.41615721253127,5.89930061547005,1.68098970039298,3.50942103576895,0.000449083385466218,0.301837924059881
"BCL7A",3710.56881660436,-0.293756378519287,0.0838409715605577,-3.50373299654703,0.000458785109034106,0.301837924059881
"ADIPOR1",1661.46523127151,-0.292429162294697,0.0842670924356791,-3.47026524639981,0.000519944627089143,0.319765945659823
"ENSG00000254398",24.4514060805605,2.26129876810138,0.651119244691092,3.472941072682,0.000514788368700088,0.319765945659823
"NLGN4Y",5.03015877874298,5.36927541507342,1.54487254506838,3.47554588384232,0.000509814771483915,0.319765945659823
"ELF3-AS1",72.3951038158034,1.11646744058908,0.322830791749544,3.45836725963628,0.000543460002316771,0.320301738865447
