"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TPO",300.61931866433,-0.975066554501272,0.171260081357914,-5.69348412525562,1.24472794275189e-08,0.000331645313066813
"EFNA3",145.695786364371,-1.56059057831653,0.28518294090313,-5.4722437933152,4.44372935414579e-08,0.000591993624559302
"NKX3-1",1476.58369358202,-0.497853615026223,0.103229629867628,-4.82277826302997,1.41572324568186e-06,0.00754410603158947
"ENSG00000289140",83.7278743637294,1.3848354864574,0.284198995729743,4.87276699518775,1.10045984293483e-06,0.00754410603158947
"MT-RNR2",753.591993734762,-5.07355692234616,1.05151267994208,-4.82500783787567,1.3999776190583e-06,0.00754410603158947
"MT-RNR1",725.63413574496,-4.85353507246842,1.02100089254933,-4.75370306518504,1.99724306851791e-06,0.00886909071959855
"ENSG00000262202",83.9787465214644,1.78447477333872,0.381609586662834,4.6761790995449,2.92269374260221e-06,0.011124607439699
"ENSG00000281383",7502.72482362244,-6.26584829657592,1.35601004857323,-4.62079783491925,3.8226713698873e-06,0.0127314069974097
"P3H3",423.477607443672,-0.779046539830965,0.171080711982057,-4.55367838259097,5.2715930510043e-06,0.0156062583612176
"ZNF521",3592.42669933844,-0.318281459135838,0.072633746969599,-4.38200523055839,1.1759198543014e-05,0.0313312085980065
"PTPRF",1846.30746399083,-0.528293946802847,0.122942542162245,-4.29708006286112,1.73062700299565e-05,0.0419189326071055
"NHLH1",22.9886463666579,2.43208501953394,0.580209863539158,4.19173332335085,2.76831285115718e-05,0.0567376366201783
"RPS18P9",72.2364744112938,1.23875675960104,0.29443142797782,4.20728441969978,2.5845776684876e-05,0.0567376366201783
"ENSG00000248794",6.63755962926208,5.96280377417051,1.43882249542437,4.14422473455408,3.40965242816593e-05,0.0567792370600332
"ENSG00000267940",31.4586232992523,1.92092259465868,0.461040082128441,4.16649803156058,3.09314562403819e-05,0.0567792370600332
"ZNF45-AS1",6.65439528895233,5.89489717590071,1.42233996916844,4.14450644971126,3.40546372036458e-05,0.0567792370600332
"TPI1",6672.7555526011,-0.464111856629281,0.113092070710912,-4.10384082378022,4.06347094763256e-05,0.0636865411345423
"SFRP5",429.108545701947,-0.660845246898764,0.163132357535074,-4.0509758878258,5.10044638170513e-05,0.0754979407745287
"PRKAA1",694.406381874659,0.526179005742065,0.130353569747457,4.03655233041542,5.42424309775805e-05,0.0760650174192976
"PCDH12",61.0202918603525,1.26911664162745,0.318782126245235,3.98114115297398,6.85852037315315e-05,0.0870182937249012
"SCN1B",8.91098458934641,5.79873927549397,1.4542741725615,3.9873769230738,6.68078420410012e-05,0.0870182937249012
"IGFBP2",5293.21601105594,-0.997109517554337,0.25201014499503,-3.95662451435835,7.60162739151757e-05,0.0889205192675323
"ZBTB7C",90.1937617715615,-1.11783901095371,0.28268951223661,-3.95429954974093,7.67591931824517e-05,0.0889205192675323
"CALCB",6.47058539094566,5.69790966360972,1.45477771746402,3.91668747411278,8.97740076167e-05,0.0959055734243526
"ENSG00000278740",14.5520544788162,4.49515897931836,1.14799451512237,3.91566241833412,9.01563260122255e-05,0.0959055734243526
"FAM209A",6.56379939469156,5.68747536309981,1.45584743172147,3.90664244011793,9.3587483449676e-05,0.0959055734243526
"LSP1",234.079180866853,-1.04674210957549,0.270733546930022,-3.86631845755726,0.000110490642420459,0.0982325086659624
"PRKXP1",101.407942192166,1.07305675919714,0.276658544863971,3.87863226752943,0.000105045406802666,0.0982325086659624
"HBQ1",254.95036667126,-0.878241161822757,0.227253811648178,-3.86458275640456,0.000111279257396744,0.0982325086659624
"POM121L15P",217.272870876251,-0.778265683283038,0.202131840716644,-3.85028741896256,0.000117979292798033,0.0982325086659624
"ENSG00000291054",179.995609514589,0.742546170400162,0.192696651621941,3.85344615046551,0.000116466887435006,0.0982325086659624
"MCF2",7.38976272283942,5.71974585757547,1.48141348110525,3.86100567500444,0.000112921280347837,0.0982325086659624
"SPRY3",38.0002080980839,1.5824065062219,0.413424240151796,3.82756101974305,0.000129419306260991,0.104492363515693
"RNU6-942P",6.8996285658801,5.52821578860363,1.46650795224524,3.76964596757889,0.000163479276692558,0.116304403159347
"SFMBT1",669.215732990285,0.466099132289755,0.123439651548967,3.77592715501841,0.000159413578407642,0.116304403159347
"HES1",478.162382555837,-0.560359417656471,0.148076440171385,-3.78425775908649,0.000154167982594675,0.116304403159347
"NFATC4",690.009334399912,-0.477509968292501,0.126985645207786,-3.76034604156361,0.000169678477567398,0.116304403159347
"ATP8B3",1044.20618876705,-0.430656757433428,0.11455100526495,-3.75951966931537,0.000170239893530045,0.116304403159347
"C21orf91",426.004056261178,0.526787156791416,0.140049848267603,3.76142611582731,0.00016894732832768,0.116304403159347
"MTLN",176.306000590723,-0.812574513217037,0.217717912539247,-3.73223545890171,0.000189787969958333,0.118031467017824
"ENSG00000260635",44.9152632529644,1.43354892003394,0.383267915687843,3.74033114006212,0.000183777976864098,0.118031467017824
"RNU6-518P",11.4298737950424,3.5990538114601,0.964555369484804,3.73130866855518,0.000190487655073053,0.118031467017824
"NARF",2550.9085238446,-0.321560140605375,0.0858316878478693,-3.74640355640353,0.000179387925300595,0.118031467017824
"GPR17",174.190705823604,0.753116078135288,0.202317131767119,3.72245331651982,0.000197296395208893,0.119471935316948
"SLC29A4",739.311555989847,-0.635541117669419,0.172208317770394,-3.69053670518278,0.00022378139364591,0.131187638147311
"RFLNB",1065.35671072143,-0.506195535733813,0.137274332109332,-3.68747403797715,0.000226491193318433,0.131187638147311
